ProductOrServiceCode,ProductOrServiceCodeText,Simple,IsService,ProductOrServiceArea,ProductServiceOrRnDarea
8415,"CLOTHING, SPECIAL PURPOSE",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8420,"UNDERWEAR AND NIGHTWEAR, MEN'S",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8425,"UNDERWEAR AND NIGHTWEAR, WOMEN'S",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8430,"FOOTWEAR, MEN'S",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8435,"FOOTWEAR, WOMEN'S",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8440,HOSIERY HANDWEAR & CLOTHING ACC-MEN,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8445,HOSIERY HANDWEAR-CLOTHING ACC-WOMEN,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8450,CHILDREN & INFANTS APPAREL & ACC,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8455,BADGES AND INSIGNIA,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8457,Jewelery,Products,FALSE,Other,Other
8460,LUGGAGE,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8465,INDIVIDUAL EQUIPMENT,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8470,"ARMOR, PERSONAL",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8475,SPEC FLIGHT CLOTHING & ACCESSORIES,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8510,"PERFUME,TOILET PREPARATION & POWDER",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8520,"TOILET SOAP, SHAVING PREPARATIONS, AND DENTIFRICES",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8530,PERSONAL TOILETRY ARTICLES,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8540,TOILETRY PAPER PRODUCTS,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
87,AGRICULTURAL SUPPLIES,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8710,FORAGE AND FEED,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8720,FERTILIZERS,Products,FALSE,Other,Other
8730,SEEDS AND NURSERY STOCK,Products,FALSE,Other,Other
8810,"LIVE ANIMALS, RAISED FOR FOOD",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8820,"LIVE ANIMALS, NOT RAISED FOR FOOD",Products,FALSE,Other,Other
89,SUBSISTENCE,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8900,PERISHABLE SUBSISTENCE $10K TO $25K,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8905,"MEAT, POULTRY, AND FISH",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8910,DAIRY FOODS AND EGGS,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8915,FRUITS AND VEGETABLES,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8920,BAKERY AND CEREAL PRODUCTS,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8925,"SUGAR, CONFECTIONERY, AND NUTS",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8930,"JAMS, JELLIES, AND PRESERVES",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8935,SOUPS AND BOUILLONS,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8940,SPECIAL DIETARY FOOD & SPECIAL PREP,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8945,"FOOD, OILS AND FATS",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8950,CONDIMENTS AND RELATED PRODUCTS,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8955,"COFFEE, TEA, AND COCOA",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8960,"BEVERAGES, NONALCOHOLIC",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8965,"BEVERAGES, ALCOHOLIC",Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8970,COMPOSITE FOOD PACKAGES,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8975,TOBACCO PRODUCTS,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
8999,FOOD ITEMS FOR RESALE,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
9110,"FUELS, SOLID",Products,FALSE,Fuels,Fuels
9130,LIQUID PROPELLANTS -PETROLEUM BASE,Products,FALSE,Fuels,Fuels
9135,"LIQUID PROPELLANT FUELS AND OXIDIZERS, CHEMICAL BASE",Products,FALSE,Fuels,Fuels
9140,FUEL OILS,Products,FALSE,Fuels,Fuels
9150,"OIL & GREASE-CUT,LUBR & HYDRAULIC",Products,FALSE,Fuels,Fuels
9160,"MISCELLANEOUS WAXES, OILS, AND FATS",Products,FALSE,Fuels,Fuels
9310,PAPER AND PAPERBOARD,Products,FALSE,Other,Other
9320,RUBBER FABRICATED MATERIALS,Products,FALSE,Other,Other
9330,PLASTICS FABRICATED MATERIALS,Products,FALSE,Other,Other
9340,GLASS FABRICATED MATERIALS,Products,FALSE,Other,Other
9350,REFRACTORIES & FIRE SURFACING MAT,Products,FALSE,Other,Other
9390,MISC FABRICATED NONMETAL MATERIALS,Products,FALSE,Other,Other
9410,CRUDE GRADES OF PLANT MATERIALS,Products,FALSE,Other,Other
9420,FIBERS VEGETABLE ANIMAL & SYNTHETIC,Products,FALSE,Other,Other
9430,MISC CRUDE ANIMAL PRODS - INEDIBLE,Products,FALSE,Other,Other
9440,MISC CRUDE AGRI & FORESTRY PROD,Products,FALSE,Other,Other
9450,"NONMETALLIC SCRAP, EXCEPT TEXTILE",Products,FALSE,Other,Other
9505,"WIRE, NONELECTRICAL",Products,FALSE,Other,Other
9510,BARS AND RODS,Products,FALSE,Other,Other
9515,"PLATE, SHEET, STRIP, FOIL, AND LEAF",Products,FALSE,Other,Other
9520,STRUCTURAL SHAPES,Products,FALSE,Other,Other
9525,WIRE NONELECT NONFERROUS BASE METAL,Products,FALSE,Other,Other
9530,BARS & RODS NONFERROUS BASE METAL,Products,FALSE,Other,Other
9535,PLATE SHEET STRIP-NONFERROUS METAL,Products,FALSE,Other,Other
9540,STRUCTURAL SHAPES NONFERROUS METAL,Products,FALSE,Other,Other
9545,"PLATE, SHEET, STRIP, FOIL, AND WIRE: PRECIOUS METAL",Products,FALSE,Other,Other
9610,ORES,Products,FALSE,Other,Other
9620,"MINERALS, NATURAL AND SYNTHETIC",Products,FALSE,Other,Other
9630,ADDITIVE METAL MATERIALS,Products,FALSE,Other,Other
9640,IRON & STEEL PRIMARY & SEMIFINISHED,Products,FALSE,Other,Other
9650,NONFERROUS BASE METAL REFINERY,Products,FALSE,Other,Other
9660,PRECIOUS METALS PRIMARY FORMS,Products,FALSE,Other,Other
9670,IRON AND STEEL SCRAP,Products,FALSE,Other,Other
9680,NONFERROUS SCRAP,Products,FALSE,Other,Other
99,MISCELLANEOUS,Products,FALSE,Other,Other
9905,"SIGNS, ADVERTISING DISPLAYS, AND IDENTIFICATION PLATES",Products,FALSE,Other,Other
9910,JEWELRY,Products,FALSE,Clothing & Subsistence,Clothing & Subsistence
9915,COLLECTORS AND/OR HISTORICAL ITEMS,Products,FALSE,Other,Other
9920,SMOKERS' ARTICLES AND MATCHES,Products,FALSE,Other,Other
9925,ECCLESIASTICAL EQ FURNISHING & SUP,Products,FALSE,Other,Other
9930,MEMORIALS-CEMETERY & MORTUARY EQ,Products,FALSE,Other,Other
9998,NON-FOOD ITEMS FOR RESALE,Products,FALSE,Other,Other
9999,MISCELLANEOUS ITEMS,Products,FALSE,Other,Other
A,RESEARCH AND DEVELOPMENT,R&D,TRUE,R&D,Uncategorized R&D
AA10,R&D-INSECT & DIS CONT,R&D,TRUE,R&D,Uncategorized R&D
AA11,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (BASIC RESEARCH),R&D,TRUE,R&D,Basic Research (6.1)
AA12,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AA13,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (ADVANCED DEVELOPMENT),R&D,TRUE,R&D,
AA14,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (ENGINEERING DEVELOPMENT),R&D,TRUE,R&D,
AA15,R&D-INSECT & DIS CONT-OPSY DEV,R&D,TRUE,R&D,
AA16,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AA17,R&D- AGRICULTURE: INSECT AND DISEASE CONTROL (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AA20,R&D-AGRI MARKETING,R&D,TRUE,R&D,Uncategorized R&D
AA21,AGRICULTURE MARKETING (BASIC),R&D,TRUE,R&D,Basic Research (6.1)
AA22,R&D- AGRICULTURE: MARKETING (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AA23,AGRICULTURE MARKETING (ADVANCED),R&D,TRUE,R&D,Advanced Development
AA24,AGRICULTURE MARKETING (ENGINEERING),R&D,TRUE,R&D,Engineering Development
AA25,AGRICULTURE MARKETING (OPERATIONAL),R&D,TRUE,R&D,Operational Systems Development
AA26,R&D- AGRICULTURE: MARKETING (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AA27,R&D-AGRI MARKETING-COMERCLIZ,R&D,TRUE,R&D,Commercialization
AA31,AGRICULTURE PRODUCTION (BASIC),R&D,TRUE,R&D,Basic Research (6.1)
AA32,R&D-AGRI PRODUCTION-A RES/EXPL DEV,R&D,TRUE,R&D,Applied Research (6.2)
AA33,AGRICULTURE PRODUCTION (ADVANCED),R&D,TRUE,R&D,Advanced Development
AA34,R&D- AGRICULTURE: PRODUCTION (ENGINEERING DEVELOPMENT),R&D,TRUE,R&D,Engineering Development
AA35,R&D-AGRI PRODUCTION-OPSY DEV,R&D,TRUE,R&D,Operational Systems Development
AA36,R&D- AGRICULTURE: PRODUCTION (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AA37,R&D- AGRICULTURE: PRODUCTION (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AA40,NO DESCRIPTION,R&D,TRUE,R&D,Uncategorized R&D
AA41,R&D-AQUACUL/HYDROPONICS-B RES,R&D,TRUE,R&D,Basic Research (6.1)
AA45,R&D-AQUACUL/HYDROPONICS-OPSY DEV,R&D,TRUE,R&D,Operational Systems Development
AA47,RDTE/Aquaculture & Hydroponics-Op System Develop,R&D,TRUE,R&D,Commercialization
AA90,R&D-OTHER AGRI,R&D,TRUE,R&D,Uncategorized R&D
AA91,OTHER AGRICULTURE (BASIC),R&D,TRUE,R&D,Basic Research (6.1)
AA92,R&D- AGRICULTURE: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AA93,OTHER AGRICULTURE (ADVANCED),R&D,TRUE,R&D,Advanced Development
AA94,OTHER AGRICULTURE (ENGINEERING),R&D,TRUE,R&D,Engineering Development
AA95,OTHER AGRICULTURE (OPERATIONAL),R&D,TRUE,R&D,Operational Systems Development
AA96,R&D- AGRICULTURE: OTHER (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AA97,R&D-OTHER AGRI-COMERCLIZ,R&D,TRUE,R&D,Commercialization
AB11,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (BASIC RESEARCH),R&D,TRUE,R&D,Basic Research (6.1)
AB12,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AB13,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ADVANCED DEVELOPMENT),R&D,TRUE,R&D,
AB14,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ENGINEERING DEVELOPMENT),R&D,TRUE,R&D,
AB15,R&D-CRIME PREVENT & CONT-OPSY DEV,R&D,TRUE,R&D,
AB16,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AB17,R&D-CRIME PREVENT & CONT-COMERCLIZ,R&D,TRUE,R&D,Commercialization
AB21,FIRE PREVENTION AND CONTROL (BASIC),R&D,TRUE,R&D,Basic Research (6.1)
AB22,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AB23,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ADVANCED DEVELOPMENT),R&D,TRUE,R&D,
AB24,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ENGINEERING DEVELOPMENT),R&D,TRUE,R&D,
AB25,R&D-FIRE PREVENT & CONT-OPSY DEV,R&D,TRUE,R&D,
AB26,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AB27,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AB31,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (BASIC RESEARCH),R&D,TRUE,R&D,Basic Research (6.1)
AB32,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AB33,R&D-RURAL SVCS & DEVELOP-ADV DEV,R&D,TRUE,R&D,Advanced Development
AB34,R&D-RURAL SVCS & DEVELOP-ENG DEV,R&D,TRUE,R&D,Engineering Development
AB35,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,TRUE,R&D,Operational Systems Development
AB36,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AB37,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AB40,R&D-URBAN SVCS & DEVELOP,R&D,TRUE,R&D,Uncategorized R&D
AB41,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (BASIC RESEARCH),R&D,TRUE,R&D,Basic Research (6.1)
AB42,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AB43,R&D-URBAN SVCS & DEVELOP-ADV DEV,R&D,TRUE,R&D,Advanced Development
AB44,R&D-URBAN SVCS & DEVELOP-ENG DEV,R&D,TRUE,R&D,Engineering Development
AB45,R&D-URBAN SVCS & DEVELOP-OPSY DEV,R&D,TRUE,R&D,Operational Systems Development
AB46,R&D-URBAN SVCS & DEVELOP-MGMT SUP,R&D,TRUE,R&D,R&D administrative and operational expenses
AB47,R&D-URBAN SVCS & DEVELOP-COMERCLIZ,R&D,TRUE,R&D,Commercialization
AB90,R&D-OTHER SVC & DEVELOP,R&D,TRUE,R&D,Uncategorized R&D
AB91,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (BASIC RESEARCH),R&D,TRUE,R&D,Basic Research (6.1)
AB92,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AB93,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ADVANCED DEVELOPMENT),R&D,TRUE,R&D,Advanced Development
AB94,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ENGINEERING DEVELOPMENT),R&D,TRUE,R&D,Engineering Development
AB95,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,TRUE,R&D,Operational Systems Development
AB96,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AB97,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AC10,R&D-AIRCRAFT,R&D,TRUE,R&D,Uncategorized R&D
AC11,DEFENSE AIRCRAFT (BASIC),R&D,TRUE,R&D,Basic Research (6.1)
AC12,R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AC13,DEFENSE AIRCRAFT (ADVANCED),R&D,TRUE,R&D,
AC14,DEFENSE AIRCRAFT (ENGINEERING),R&D,TRUE,R&D,
AC15,DEFENSE AIRCRAFT (OPERATIONAL),R&D,TRUE,R&D,
AC16,R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AC17,R&D- DEFENSE SYSTEM: AIRCRAFT (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AC21,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH),R&D,TRUE,R&D,Basic Research (6.1)
AC22,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AC23,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT),R&D,TRUE,R&D,
AC24,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ENGINEERING DEVELOPMENT),R&D,TRUE,R&D,
AC25,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,TRUE,R&D,
AC26,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AC27,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AC31,DEFENSE SHIPS (BASIC),R&D,TRUE,R&D,Basic Research (6.1)
AC32,DEFENSE SHIPS (APPLIED/EXPLORATORY),R&D,TRUE,R&D,Applied Research (6.2)
AC33,DEFENSE SHIPS (ADVANCED),R&D,TRUE,R&D,
AC34,DEFENSE SHIPS (ENGINEERING),R&D,TRUE,R&D,
AC35,DEFENSE SHIPS (OPERATIONAL),R&D,TRUE,R&D,
AC36,DEFENSE SHIPS (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AC37,R&D- DEFENSE SYSTEM: SHIPS (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AC41,DEFENSE TANK - AUTOMOTIVE (BASIC),R&D,TRUE,R&D,Basic Research (6.1)
AC42,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AC43,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ADVANCED DEVELOPMENT),R&D,TRUE,R&D,Advanced Development
AC44,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ENGINEERING DEVELOPMENT),R&D,TRUE,R&D,Engineering Development
AC45,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,TRUE,R&D,Operational Systems Development
AC46,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AC47,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AC51,R&D- DEFENSE SYSTEM: WEAPONS (BASIC RESEARCH),R&D,TRUE,R&D,Basic Research (6.1)
AC52,R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AC53,R&D- DEFENSE SYSTEM: WEAPONS (ADVANCED DEVELOPMENT),R&D,TRUE,R&D,Advanced Development
AC54,R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT),R&D,TRUE,R&D,Engineering Development
AC55,R&D- DEFENSE SYSTEM: WEAPONS (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,TRUE,R&D,Operational Systems Development
AC56,R&D- DEFENSE SYSTEM: WEAPONS (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AC57,R&D- DEFENSE SYSTEM: WEAPONS (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AC60,R&D-ELECTRONICS & COMM EQ,R&D,TRUE,R&D,Uncategorized R&D
AC61,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH),R&D,TRUE,R&D,Basic Research (6.1)
AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AC63,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ADVANCED DEVELOPMENT),R&D,TRUE,R&D,Advanced Development
AC64,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (ENGINEERING DEVELOPMENT),R&D,TRUE,R&D,Engineering Development
AC65,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,TRUE,R&D,Operational Systems Development
AC66,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AC67,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AC90,R&D-MISC HARD GOODS,R&D,TRUE,R&D,Uncategorized R&D
AC91,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (BASIC RESEARCH),R&D,TRUE,R&D,Basic Research (6.1)
AC92,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AC93,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ADVANCED DEVELOPMENT),R&D,TRUE,R&D,Advanced Development
AC94,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (ENGINEERING DEVELOPMENT),R&D,TRUE,R&D,Engineering Development
AC95,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,TRUE,R&D,Operational Systems Development
AC96,R&D- DEFENSE SYSTEM: MISCELLANEOUS HARD GOODS (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AC97,R&D-MISC HARD GOODS-COMERCLIZ,R&D,TRUE,R&D,Commercialization
AD11,AMMUNITION (BASIC),R&D,TRUE,R&D,Basic Research (6.1)
AD12,AMMUNITION (APPLIED/EXPLORATORY),R&D,TRUE,R&D,Applied Research (6.2)
AD13,AMMUNITION (ADVANCED),R&D,TRUE,R&D,Advanced Development
AD14,AMMUNITION (ENGINEERING),R&D,TRUE,R&D,Engineering Development
AD15,AMMUNITION (OPERATIONAL),R&D,TRUE,R&D,Operational Systems Development
AD16,AMMUNITION (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AD17,R&D- DEFENSE OTHER: AMMUNITION (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AD20,R&D-SVCS,R&D,TRUE,R&D,Uncategorized R&D
AD21,R&D- DEFENSE OTHER: SERVICES (BASIC RESEARCH),R&D,TRUE,R&D,Basic Research (6.1)
AD22,R&D- DEFENSE OTHER: SERVICES (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AD23,R&D- DEFENSE OTHER: SERVICES (ADVANCED DEVELOPMENT),R&D,TRUE,R&D,Advanced Development
AD24,R&D- DEFENSE OTHER: SERVICES (ENGINEERING DEVELOPMENT),R&D,TRUE,R&D,Engineering Development
AD25,R&D- DEFENSE OTHER: SERVICES (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,TRUE,R&D,Operational Systems Development
AD26,R&D- DEFENSE OTHER: SERVICES (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AD27,R&D- DEFENSE OTHER: SERVICES (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AD30,R&D-SUBSISTENCE,R&D,TRUE,R&D,Uncategorized R&D
AD31,R&D- DEFENSE OTHER: SUBSISTENCE (BASIC RESEARCH),R&D,TRUE,R&D,Basic Research (6.1)
AD32,R&D- DEFENSE OTHER: SUBSISTENCE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AD33,R&D- DEFENSE OTHER: SUBSISTENCE (ADVANCED DEVELOPMENT),R&D,TRUE,R&D,Advanced Development
AD34,R&D- DEFENSE OTHER: SUBSISTENCE (ENGINEERING DEVELOPMENT),R&D,TRUE,R&D,Engineering Development
AD35,R&D- DEFENSE OTHER: SUBSISTENCE (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,TRUE,R&D,Operational Systems Development
AD36,R&D- DEFENSE OTHER: SUBSISTENCE (MANAGEMENT/SUPPORT),R&D,TRUE,R&D,R&D administrative and operational expenses
AD37,R&D- DEFENSE OTHER: SUBSISTENCE (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AD40,"R&D-TEXTILES,CLOTHING,ETC",R&D,TRUE,R&D,Uncategorized R&D
AD41,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (BASIC RESEARCH),R&D,TRUE,R&D,Basic Research (6.1)
AD42,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AD43,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ADVANCED DEVELOPMENT),R&D,TRUE,R&D,Advanced Development
AD44,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (ENGINEERING DEVELOPMENT),R&D,TRUE,R&D,Engineering Development
AD45,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (OPERATIONAL SYSTEMS DEVELOPMENT),R&D,TRUE,R&D,Operational Systems Development
AD46,"R&D-TEXTILES,CLOTHING,ETC-MGMT SUP",R&D,TRUE,R&D,R&D administrative and operational expenses
AD47,R&D- DEFENSE OTHER: TEXTILES/CLOTHING/EQUIPAGE (COMMERCIALIZED),R&D,TRUE,R&D,Commercialization
AD51,FUELS AND LUBRICANTS (BASIC),R&D,TRUE,R&D,Basic Research (6.1)
AD52,R&D- DEFENSE OTHER: FUELS/LUBRICANTS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),R&D,TRUE,R&D,Applied Research (6.2)
AD53,FUELS AND LUBRICANTS (ADVANCED),R&D,TRUE,R&D,Advanced Development
